x,y,GuloGulo_PA3_RUN2 logistic values
-97.5,52.000007823,0.65104836
1.5,31.000007823,0.0053886375
1.5,34.000007823,0.009257565
1.5,46.000007823,0.013351539
1.5,49.000007823,0.013351539
1.5,52.000007823,0.013351539
10.5,-1.999992177,0.013351539
10.5,-16.999992177,0.0053886375
10.5,37.000007823,0.013351539
10.5,43.000007823,0.013351539
10.5,55.000007823,0.022100952
10.5,58.000007823,0.1187802
10.5,7.000007823,0.013351539
10.5,79.000007823,0.25836402
100.5,19.000007823,0.013351539
100.5,25.000007823,0.013351539
100.5,34.000007823,0.049872104
103.5,10.000007823,0.013351539
103.5,13.000007823,0.013351539
103.5,19.000007823,0.013351539
103.5,22.000007823,0.013351539
103.5,28.000007823,0.013351539
103.5,34.000007823,0.046529856
103.5,79.000007823,0.2802081
106.5,13.000007823,0.013351539
109.5,-4.999992177,0.013351539
109.5,-7.999992177,0.013351539
109.5,1.000007823,0.013351539
109.5,19.000007823,0.013351539
109.5,28.000007823,0.013351539
109.5,34.000007823,0.022100952
109.5,37.000007823,0.046529856
109.5,40.000007823,0.037239056
109.5,46.000007823,0.4769676
112.5,-25.999992177,0.009257565
112.5,1.000007823,0.013351539
112.5,4.000007823,0.013351539
115.5,-1.999992177,0.013351539
115.5,-34.999992177,0.013351539
115.5,-4.999992177,0.013351539
115.5,22.000007823,0.013351539
115.5,43.000007823,0.23546885
115.5,46.000007823,0.4769676
118.5,-19.999992177,0.009257565
118.5,-22.999992177,0.009257565
118.5,-34.999992177,0.013351539
118.5,10.000007823,0.013351539
118.5,16.000007823,0.013351539
118.5,28.000007823,0.013351539
118.5,31.000007823,0.036030266
118.5,40.000007823,0.053044762
118.5,46.000007823,0.7412319
118.5,7.000007823,0.013351539
121.5,-1.999992177,0.013351539
121.5,-16.999992177,0.013351539
121.5,-31.999992177,0.009257565
121.5,-7.999992177,0.013351539
121.5,1.000007823,0.013351539
121.5,10.000007823,0.013351539
121.5,16.000007823,0.013351539
121.5,19.000007823,0.013351539
121.5,25.000007823,0.013351539
121.5,34.000007823,0.036030266
124.5,-10.999992177,0.013351539
124.5,-34.999992177,0.013351539
124.5,10.000007823,0.013351539
124.5,34.000007823,0.053571478
124.5,40.000007823,0.13398968
127.5,-31.999992177,0.009257565
13.5,-13.999992177,0.013351539
13.5,-22.999992177,0.0053886375
13.5,-25.999992177,0.0053886375
13.5,16.000007823,0.0053886375
13.5,25.000007823,0.0053886375
13.5,31.000007823,0.0053886375
13.5,37.000007823,0.013351539
13.5,55.000007823,0.022100952
13.5,58.000007823,0.046529856
13.5,70.000007823,0.046529856
130.5,-28.999992177,0.009257565
130.5,-7.999992177,0.013351539
130.5,25.000007823,0.013351539
130.5,31.000007823,0.013351539
130.5,43.000007823,0.14267413
133.5,-25.999992177,0.009257565
133.5,-31.999992177,0.009257565
133.5,-4.999992177,0.013351539
133.5,-7.999992177,0.013351539
133.5,34.000007823,0.013351539
133.5,7.000007823,0.013351539
136.5,-28.999992177,0.0053886375
136.5,-31.999992177,0.009257565
136.5,-34.999992177,0.013351539
136.5,76.000007823,0.2738271
139.5,-1.999992177,0.013351539
139.5,-31.999992177,0.009257565
139.5,-34.999992177,0.013351539
139.5,-7.999992177,0.013351539
139.5,37.000007823,0.013351539
139.5,43.000007823,0.16952316
139.5,76.000007823,0.19202065
142.5,-34.999992177,0.009257565
142.5,-37.999992177,0.013351539
142.5,-4.999992177,0.013351539
142.5,-40.999992177,0.013351539
142.5,43.000007823,0.16952316
145.5,-13.999992177,0.013351539
145.5,-22.999992177,0.013351539
145.5,-37.999992177,0.013351539
145.5,-40.999992177,0.013351539
145.5,19.000007823,0.013351539
148.5,-10.999992177,0.013351539
148.5,-19.999992177,0.013351539
148.5,-31.999992177,0.013351539
148.5,-37.999992177,0.013351539
148.5,-4.999992177,0.013351539
148.5,-40.999992177,0.013351539
148.5,76.000007823,0.2738271
151.5,-10.999992177,0.013351539
151.5,-22.999992177,0.013351539
151.5,-25.999992177,0.013351539
151.5,-28.999992177,0.013351539
151.5,-34.999992177,0.013351539
151.5,-37.999992177,0.013351539
151.5,76.000007823,0.5242402
154.5,-4.999992177,0.013351539
154.5,-7.999992177,0.013351539
154.5,4.000007823,0.013351539
16.5,-10.999992177,0.013351539
16.5,-16.999992177,0.013351539
16.5,13.000007823,0.013351539
16.5,16.000007823,0.0053886375
16.5,22.000007823,0.0053886375
16.5,37.000007823,0.013351539
16.5,43.000007823,0.013351539
16.5,46.000007823,0.022100952
16.5,7.000007823,0.013351539
16.5,79.000007823,0.19390701
160.5,-7.999992177,0.013351539
163.5,4.000007823,0.013351539
169.5,-52.999992177,0.013351539
172.5,-37.999992177,0.013351539
172.5,1.000007823,0.013351539
172.5,4.000007823,0.013351539
172.5,7.000007823,0.013351539
175.5,-4.999992177,0.013351539
178.5,-19.999992177,0.013351539
178.5,-37.999992177,0.013351539
178.5,52.000007823,0.022100952
19.5,-13.999992177,0.013351539
19.5,16.000007823,0.0053886375
19.5,31.000007823,0.0053886375
19.5,40.000007823,0.013351539
19.5,46.000007823,0.013351539
19.5,73.000007823,0.1187802
19.5,79.000007823,0.19390701
19.5,82.000007823,0.19390701
22.5,-1.999992177,0.013351539
22.5,-4.999992177,0.013351539
22.5,-7.999992177,0.013351539
22.5,16.000007823,0.0053886375
22.5,19.000007823,0.0053886375
22.5,22.000007823,0.0053886375
22.5,25.000007823,0.0053886375
22.5,4.000007823,0.013351539
22.5,52.000007823,0.046529856
25.5,-13.999992177,0.013351539
25.5,-34.999992177,0.013351539
25.5,-4.999992177,0.013351539
25.5,16.000007823,0.0053886375
25.5,25.000007823,0.0053886375
25.5,34.000007823,0.013351539
25.5,40.000007823,0.013351539
25.5,46.000007823,0.046529856
25.5,49.000007823,0.046529856
25.5,55.000007823,0.046529856
28.5,-16.999992177,0.013351539
28.5,-22.999992177,0.013351539
28.5,-25.999992177,0.013351539
28.5,-28.999992177,0.013351539
28.5,-31.999992177,0.013351539
28.5,10.000007823,0.013351539
28.5,31.000007823,0.0053886375
28.5,34.000007823,0.013351539
28.5,46.000007823,0.046529856
28.5,79.000007823,0.13164832
31.5,-10.999992177,0.013351539
31.5,-16.999992177,0.013351539
31.5,-22.999992177,0.013351539
31.5,10.000007823,0.013351539
31.5,19.000007823,0.0053886375
31.5,37.000007823,0.013351539
31.5,49.000007823,0.1187802
31.5,52.000007823,0.1187802
31.5,58.000007823,0.1187802
31.5,7.000007823,0.013351539
31.5,79.000007823,0.19390701
34.5,-10.999992177,0.013351539
34.5,-16.999992177,0.013351539
34.5,-4.999992177,0.013351539
34.5,13.000007823,0.013351539
34.5,28.000007823,0.0053886375
34.5,31.000007823,0.009257565
34.5,34.000007823,0.013351539
34.5,79.000007823,0.19390701
37.5,-1.999992177,0.013351539
37.5,-16.999992177,0.013351539
37.5,-19.999992177,0.013351539
37.5,16.000007823,0.009257565
37.5,19.000007823,0.0053886375
37.5,22.000007823,0.0053886375
37.5,34.000007823,0.009257565
37.5,49.000007823,0.16952316
4.5,10.000007823,0.013351539
4.5,16.000007823,0.009257565
4.5,46.000007823,0.013351539
4.5,49.000007823,0.013351539
4.5,52.000007823,0.013351539
4.5,7.000007823,0.013351539
40.5,-22.999992177,0.013351539
40.5,-7.999992177,0.013351539
40.5,31.000007823,0.0053886375
43.5,-22.999992177,0.013351539
43.5,13.000007823,0.009257565
43.5,19.000007823,0.0053886375
43.5,28.000007823,0.009257565
43.5,34.000007823,0.009257565
43.5,49.000007823,0.18983045
43.5,52.000007823,0.18983045
43.5,70.000007823,0.046529856
46.5,1.000007823,0.013351539
46.5,16.000007823,0.0053886375
46.5,22.000007823,0.0053886375
46.5,25.000007823,0.0053886375
46.5,28.000007823,0.009257565
46.5,31.000007823,0.0053886375
46.5,34.000007823,0.013351539
46.5,46.000007823,0.096523345
46.5,79.000007823,0.13164832
46.5,82.000007823,0.13164832
49.5,13.000007823,0.0053886375
49.5,4.000007823,0.009257565
49.5,70.000007823,0.18003191
52.5,13.000007823,0.0053886375
52.5,19.000007823,0.0053886375
52.5,25.000007823,0.0053886375
52.5,37.000007823,0.013351539
52.5,52.000007823,0.21173018
52.5,55.000007823,0.28565305
52.5,73.000007823,0.09100009
55.5,-19.999992177,0.013351539
55.5,13.000007823,0.0053886375
55.5,16.000007823,0.0053886375
55.5,28.000007823,0.009257565
55.5,73.000007823,0.13164832
55.5,82.000007823,0.25325483
58.5,19.000007823,0.0053886375
58.5,28.000007823,0.0053886375
58.5,49.000007823,0.45966223
58.5,52.000007823,0.45966223
61.5,28.000007823,0.0053886375
61.5,31.000007823,0.0053886375
61.5,37.000007823,0.009257565
61.5,76.000007823,0.25325483
61.5,79.000007823,0.25325483
64.5,-19.999992177,0.013351539
64.5,31.000007823,0.0053886375
64.5,43.000007823,0.021934992
64.5,46.000007823,0.23218773
67.5,37.000007823,0.009257565
67.5,40.000007823,0.022100952
7.5,19.000007823,0.0053886375
7.5,22.000007823,0.0053886375
7.5,28.000007823,0.0053886375
7.5,4.000007823,0.013351539
7.5,40.000007823,0.013351539
7.5,52.000007823,0.013351539
70.5,25.000007823,0.009257565
70.5,37.000007823,0.046529856
70.5,46.000007823,0.107511714
73.5,-52.999992177,0.013351539
73.5,28.000007823,0.009257565
76.5,37.000007823,0.020582594
76.5,7.000007823,0.013351539
79.5,10.000007823,0.013351539
79.5,19.000007823,0.013351539
79.5,37.000007823,0.019163633
79.5,7.000007823,0.013351539
82.5,16.000007823,0.013351539
82.5,22.000007823,0.013351539
82.5,28.000007823,0.013351539
82.5,31.000007823,0.046529856
82.5,46.000007823,0.11470733
85.5,22.000007823,0.013351539
85.5,28.000007823,0.013351539
85.5,34.000007823,0.020582594
85.5,40.000007823,0.0903973
85.5,43.000007823,0.039941903
85.5,76.000007823,0.29323494
88.5,25.000007823,0.013351539
88.5,28.000007823,0.022100952
88.5,31.000007823,0.034976836
88.5,34.000007823,0.034976836
88.5,37.000007823,0.020582594
91.5,22.000007823,0.013351539
91.5,31.000007823,0.034976836
91.5,43.000007823,0.09577399
94.5,13.000007823,0.013351539
94.5,16.000007823,0.013351539
94.5,22.000007823,0.013351539
94.5,28.000007823,0.013351539
94.5,31.000007823,0.046529856
94.5,34.000007823,0.049872104
94.5,7.000007823,0.013351539
94.5,82.000007823,0.2802081
97.5,16.000007823,0.013351539
97.5,22.000007823,0.013351539
97.5,31.000007823,0.046529856
97.5,37.000007823,0.034976836
97.5,4.000007823,0.013351539
